worker_id,sex,social_group,age,years_education,experience,rural_urban,state,activity_status,sector,formality,monthly_wage,survey_weight,log_wage,female,informal,urban,group_OBC,group_SC,group_ST,sector_Industry,sector_Services
W01080,Male,SC,62,7.0,49,Rural,Gujarat,Outside_LF,NA,NA,0.0,1.373,,0,0,0,0,1,0,0,0
W01081,Male,General,41,10.0,25,Rural,Punjab,Employed,Services,Informal,14588.0,1.2078,9.58795455192857,0,1,0,0,0,0,0,1
W01082,Female,General,61,7.0,48,Rural,Maharashtra,Employed,Services,Informal,5631.0,1.243,8.636042325254618,1,1,0,0,0,0,0,1
W01083,Female,OBC,27,6.0,15,Urban,Odisha,Outside_LF,NA,NA,0.0,1.0272,,1,0,1,1,0,0,0,0
W01084,Female,General,38,12.0,20,Rural,Jharkhand,Outside_LF,NA,NA,0.0,1.2711,,1,0,0,0,0,0,0,0
W01085,Female,General,55,5.0,44,Rural,Andhra Pradesh,Outside_LF,NA,NA,0.0,1.3081,,1,0,0,0,0,0,0,0
W01086,Female,SC,23,7.0,10,Urban,Gujarat,Outside_LF,NA,NA,0.0,1.0712,,1,0,1,0,1,0,0,0
W01087,Female,OBC,61,6.0,49,Rural,Rajasthan,Outside_LF,NA,NA,0.0,1.2366,,1,0,0,1,0,0,0,0
W01088,Female,General,53,9.0,38,Urban,Madhya Pradesh,Employed,Services,Informal,14027.0,1.0799,9.54873932271967,1,1,1,0,0,0,0,1
W01089,Male,OBC,48,9.0,33,Urban,Gujarat,Employed,Agriculture,Informal,38604.0,0.9534,10.561111177027026,0,1,1,1,0,0,0,0
W01090,Male,OBC,27,9.0,12,Rural,Jharkhand,Employed,Agriculture,Informal,15304.0,1.2129,9.635869511120088,0,1,0,1,0,0,0,0
W01091,Male,General,55,11.0,38,Rural,Tamil Nadu,Employed,Industry,Informal,10868.0,1.1453,9.293577970546238,0,1,0,0,0,0,1,0
W01092,Female,General,57,8.0,43,Urban,Maharashtra,Employed,Services,Informal,18204.0,1.0279,9.809396629136533,1,1,1,0,0,0,0,1
W01093,Male,OBC,29,8.0,15,Rural,Karnataka,Employed,Services,Informal,15028.0,1.3185,9.61767040669386,0,1,0,1,0,0,0,1
W01094,Male,OBC,44,13.0,25,Rural,Maharashtra,Employed,Industry,Formal,39603.0,1.4079,10.58666015194887,0,0,0,1,0,0,1,0
W01095,Female,ST,18,5.0,7,Urban,Punjab,Outside_LF,NA,NA,0.0,0.9618,,1,0,1,0,0,1,0,0
W01096,Male,OBC,34,9.0,19,Rural,Gujarat,Outside_LF,NA,NA,0.0,1.4361,,0,0,0,1,0,0,0,0
W01097,Male,General,22,10.0,6,Rural,West Bengal,Employed,Agriculture,Informal,14418.0,1.158,9.576232704964523,0,1,0,0,0,0,0,0
W01098,Female,OBC,42,6.0,30,Urban,Andhra Pradesh,Outside_LF,NA,NA,0.0,1.028,,1,0,1,1,0,0,0,0
W01099,Female,OBC,42,6.0,30,Rural,Gujarat,Outside_LF,NA,NA,0.0,1.2088,,1,0,0,1,0,0,0,0
W01100,Male,General,41,14.0,21,Rural,Karnataka,Employed,Services,Informal,19363.0,1.0747,9.871119307503399,0,1,0,0,0,0,0,1
W01101,Male,OBC,48,7.0,35,Rural,Gujarat,Employed,Agriculture,Informal,12445.0,1.2736,9.429074214801693,0,1,0,1,0,0,0,0
W01102,Male,General,61,5.0,50,Rural,Jharkhand,Employed,Agriculture,Informal,8576.0,1.131,9.056722883310583,0,1,0,0,0,0,0,0
W01103,Female,SC,24,6.0,12,Rural,Kerala,Outside_LF,NA,NA,0.0,1.0496,,1,0,0,0,1,0,0,0
W01104,Female,SC,25,5.0,14,Rural,West Bengal,Employed,Services,Formal,8488.0,1.1943,9.046408680293819,1,0,0,0,1,0,0,1
W01105,Male,OBC,25,8.0,11,Rural,West Bengal,Outside_LF,NA,NA,0.0,1.4892,,0,0,0,1,0,0,0,0
W01106,Female,ST,61,7.0,48,Urban,Punjab,Outside_LF,NA,NA,0.0,1.0869,,1,0,1,0,0,1,0,0
W01107,Male,ST,19,0.0,13,Rural,Andhra Pradesh,Outside_LF,NA,NA,0.0,1.4903,,0,0,0,0,0,1,0,0
W01108,Male,General,16,16.0,0,Urban,Uttar Pradesh,Employed,Agriculture,Informal,23369.0,0.7753,10.059165636715807,0,1,1,0,0,0,0,0
W01109,Female,OBC,23,10.0,7,Rural,Karnataka,Outside_LF,NA,NA,0.0,1.0934,,1,0,0,1,0,0,0,0
W01110,Male,OBC,53,8.0,39,Rural,Maharashtra,Employed,Agriculture,Informal,14299.0,1.1328,9.567944883732848,0,1,0,1,0,0,0,0
W01111,Male,General,43,10.0,27,Urban,Uttar Pradesh,Outside_LF,NA,NA,0.0,1.0302,,0,0,1,0,0,0,0,0
W01112,Male,OBC,60,11.0,43,Rural,Bihar,Unemployed,NA,NA,0.0,1.4895,,0,0,0,1,0,0,0,0
W01113,Female,General,25,11.0,8,Rural,West Bengal,Outside_LF,NA,NA,0.0,1.2151,,1,0,0,0,0,0,0,0
W01114,Female,ST,34,3.0,25,Urban,Maharashtra,Outside_LF,NA,NA,0.0,0.9751,,1,0,1,0,0,1,0,0
W01115,Female,OBC,42,3.0,33,Urban,Kerala,Outside_LF,NA,NA,0.0,0.7968,,1,0,1,1,0,0,0,0
W01116,Male,SC,18,13.0,0,Rural,Tamil Nadu,Outside_LF,NA,NA,0.0,1.322,,0,0,0,0,1,0,0,0
W01117,Male,OBC,60,12.0,42,Rural,Gujarat,Outside_LF,NA,NA,0.0,1.452,,0,0,0,1,0,0,0,0
W01118,Female,General,55,10.0,39,Urban,Kerala,Employed,Services,Informal,18791.0,1.0023,9.841133310789152,1,1,1,0,0,0,0,1
W01119,Male,SC,22,8.0,8,Rural,Kerala,Outside_LF,NA,NA,0.0,1.3336,,0,0,0,0,1,0,0,0
W01120,Female,General,57,11.0,40,Urban,Kerala,Outside_LF,NA,NA,0.0,0.9405,,1,0,1,0,0,0,0,0
W01121,Female,General,37,12.0,19,Rural,Bihar,Outside_LF,NA,NA,0.0,1.236,,1,0,0,0,0,0,0,0
W01122,Male,OBC,31,4.0,21,Rural,Telangana,Employed,Agriculture,Informal,11800.0,1.1975,9.375854810453756,0,1,0,1,0,0,0,0
W01123,Female,OBC,62,7.0,49,Urban,Punjab,Outside_LF,NA,NA,0.0,1.0603,,1,0,1,1,0,0,0,0
W01124,Male,OBC,40,8.0,26,Urban,Uttar Pradesh,Outside_LF,NA,NA,0.0,0.9971,,0,0,1,1,0,0,0,0
W01125,Male,General,26,11.0,9,Rural,Jharkhand,Outside_LF,NA,NA,0.0,1.1638,,0,0,0,0,0,0,0,0
W01126,Female,OBC,55,10.0,39,Rural,Kerala,Outside_LF,NA,NA,0.0,1.2686,,1,0,0,1,0,0,0,0
W01127,Male,General,50,6.0,38,Urban,Kerala,Employed,Agriculture,Informal,38638.0,0.8067,10.561991527152498,0,1,1,0,0,0,0,0
W01128,Female,General,24,6.0,12,Rural,Rajasthan,Employed,Agriculture,Informal,5018.0,1.042,8.520786726926367,1,1,0,0,0,0,0,0
W01129,Female,OBC,48,6.0,36,Urban,Bihar,Outside_LF,NA,NA,0.0,0.8141,,1,0,1,1,0,0,0,0
W01130,Female,General,46,10.0,30,Rural,Odisha,Employed,Services,Informal,12134.0,1.4364,9.403766708502243,1,1,0,0,0,0,0,1
W01131,Female,General,28,12.0,10,Rural,Andhra Pradesh,Outside_LF,NA,NA,0.0,1.1435,,1,0,0,0,0,0,0,0
W01132,Male,OBC,36,14.0,16,Urban,Odisha,Employed,Agriculture,Informal,26315.0,1.1117,10.17789439778788,0,1,1,1,0,0,0,0
W01133,Male,OBC,56,9.0,41,Urban,West Bengal,Outside_LF,NA,NA,0.0,0.8868,,0,0,1,1,0,0,0,0
W01134,Female,General,23,12.0,5,Rural,Bihar,Unemployed,NA,NA,0.0,1.2167,,1,0,0,0,0,0,0,0
W01135,Female,OBC,51,9.0,36,Urban,Jharkhand,Employed,Industry,Formal,17366.0,1.0573,9.76226955062059,1,0,1,1,0,0,1,0
W01136,Male,General,56,13.0,37,Rural,Karnataka,Outside_LF,NA,NA,0.0,1.1275,,0,0,0,0,0,0,0,0
W01137,Male,ST,61,5.0,50,Rural,Kerala,Employed,Services,Informal,7679.0,1.4565,8.946244609330543,0,1,0,0,0,1,0,1
W01138,Male,General,31,10.0,15,Rural,Jharkhand,Employed,Services,Informal,11503.0,1.3336,9.35036314989601,0,1,0,0,0,0,0,1
W01139,Male,General,28,9.0,13,Urban,Tamil Nadu,Employed,Services,Formal,23725.0,0.7874,10.074284623478128,0,0,1,0,0,0,0,1
W01140,Female,OBC,61,4.0,51,Rural,West Bengal,Outside_LF,NA,NA,0.0,1.4792,,1,0,0,1,0,0,0,0
W01141,Male,General,38,12.0,20,Rural,Jharkhand,Employed,Agriculture,Informal,17719.0,1.158,9.78239278915807,0,1,0,0,0,0,0,0
W01142,Female,General,43,9.0,28,Urban,Odisha,Outside_LF,NA,NA,0.0,0.8485,,1,0,1,0,0,0,0,0
W01143,Female,General,40,8.0,26,Rural,Andhra Pradesh,Employed,Agriculture,Informal,9670.0,1.4512,9.17678358844734,1,1,0,0,0,0,0,0
W01144,Female,OBC,40,9.0,25,Rural,Punjab,Outside_LF,NA,NA,0.0,1.1762,,1,0,0,1,0,0,0,0
W01145,Male,OBC,46,9.0,31,Rural,West Bengal,Employed,Agriculture,Informal,12769.0,1.3669,9.454775637424682,0,1,0,1,0,0,0,0
W01146,Male,OBC,36,7.0,23,Urban,Rajasthan,Employed,Industry,Informal,19622.0,0.7773,9.884406664723336,0,1,1,1,0,0,1,0
W01147,Female,SC,34,5.0,23,Rural,Uttar Pradesh,Outside_LF,NA,NA,0.0,1.4621,,1,0,0,0,1,0,0,0
W01148,Female,OBC,35,10.0,19,Urban,Rajasthan,Outside_LF,NA,NA,0.0,0.9123,,1,0,1,1,0,0,0,0
W01149,Male,SC,47,5.0,36,Rural,Tamil Nadu,Employed,Agriculture,Informal,11472.0,1.1057,9.347664562839402,0,1,0,0,1,0,0,0
W01150,Female,SC,55,6.0,43,Rural,Tamil Nadu,Outside_LF,NA,NA,0.0,1.491,,1,0,0,0,1,0,0,0
W01151,Male,SC,42,7.0,29,Urban,Bihar,Employed,Industry,Informal,14855.0,1.032,9.606091787896707,0,1,1,0,1,0,1,0
W01152,Female,OBC,48,5.0,37,Rural,Kerala,Employed,Industry,Formal,8869.0,1.4009,9.090317329376452,1,0,0,1,0,0,1,0
W01153,Male,OBC,35,9.0,20,Rural,Karnataka,Employed,Services,Formal,15262.0,1.2604,9.633121357849578,0,0,0,1,0,0,0,1
W01154,Male,General,53,7.0,40,Rural,Tamil Nadu,Employed,Agriculture,Informal,10021.0,1.3505,9.212438170058329,0,1,0,0,0,0,0,0
W01155,Female,OBC,34,8.0,20,Rural,Kerala,Employed,Services,Formal,13178.0,1.1596,9.486304051473764,1,0,0,1,0,0,0,1
W01156,Male,General,36,8.0,22,Rural,Karnataka,Employed,Services,Informal,6528.0,1.2687,8.783855896643942,0,1,0,0,0,0,0,1
W01157,Male,OBC,17,13.0,0,Urban,Jharkhand,Employed,Services,Formal,15549.0,0.902,9.651751606857816,0,0,1,1,0,0,0,1
W01158,Male,General,28,11.0,11,Rural,West Bengal,Employed,Agriculture,Informal,23691.0,1.2241,10.07285050816569,0,1,0,0,0,0,0,0
W01159,Male,General,51,10.0,35,Rural,Kerala,Employed,Agriculture,Informal,16325.0,1.0221,9.700452954144632,0,1,0,0,0,0,0,0
W01160,Female,ST,19,8.0,5,Rural,Punjab,Outside_LF,NA,NA,0.0,1.4092,,1,0,0,0,0,1,0,0
W01161,Male,OBC,26,7.0,13,Rural,Telangana,Outside_LF,NA,NA,0.0,1.1246,,0,0,0,1,0,0,0,0
W01162,Female,OBC,53,5.0,42,Rural,Jharkhand,Employed,Agriculture,Informal,5676.0,1.2473,8.644002038279933,1,1,0,1,0,0,0,0
W01163,Female,OBC,58,2.0,50,Urban,Telangana,Outside_LF,NA,NA,0.0,1.0022,,1,0,1,1,0,0,0,0
W01164,Male,OBC,35,13.0,16,Rural,Andhra Pradesh,Employed,Services,Formal,37482.0,1.0365,10.531616096721624,0,0,0,1,0,0,0,1
W01165,Male,SC,35,13.0,16,Urban,Telangana,Outside_LF,NA,NA,0.0,0.8883,,0,0,1,0,1,0,0,0
W01166,Female,OBC,40,3.0,31,Rural,Punjab,Outside_LF,NA,NA,0.0,1.1466,,1,0,0,1,0,0,0,0
W01167,Female,OBC,53,5.0,42,Rural,Andhra Pradesh,Outside_LF,NA,NA,0.0,1.0838,,1,0,0,1,0,0,0,0
W01168,Female,OBC,38,8.0,24,Urban,Odisha,Outside_LF,NA,NA,0.0,1.0578,,1,0,1,1,0,0,0,0
W01169,Female,OBC,23,6.0,11,Rural,Maharashtra,Outside_LF,NA,NA,0.0,1.28,,1,0,0,1,0,0,0,0
W01170,Male,OBC,36,9.0,21,Urban,Punjab,Employed,Agriculture,Informal,15384.0,0.9293,9.641083287268616,0,1,1,1,0,0,0,0
W01171,Male,ST,27,5.0,16,Urban,Telangana,Employed,Industry,Formal,11280.0,0.8127,9.33078652505205,0,0,1,0,0,1,1,0
W01172,Female,OBC,49,9.0,34,Urban,Bihar,Outside_LF,NA,NA,0.0,0.9501,,1,0,1,1,0,0,0,0
W01173,Male,OBC,22,7.0,9,Rural,Madhya Pradesh,Outside_LF,NA,NA,0.0,1.1483,,0,0,0,1,0,0,0,0
W01174,Female,OBC,45,8.0,31,Rural,West Bengal,Outside_LF,NA,NA,0.0,1.0808,,1,0,0,1,0,0,0,0
W01175,Male,OBC,21,6.0,9,Rural,Madhya Pradesh,Outside_LF,NA,NA,0.0,1.2729,,0,0,0,1,0,0,0,0
W01176,Female,ST,63,3.0,54,Urban,Jharkhand,Employed,Services,Informal,3000.0,1.0104,8.006367567650246,1,1,1,0,0,1,0,1
W01177,Male,OBC,47,5.0,36,Rural,Tamil Nadu,Employed,Services,Formal,16647.0,1.0473,9.719985298994011,0,0,0,1,0,0,0,1
W01178,Male,OBC,21,8.0,7,Rural,Tamil Nadu,Employed,Industry,Informal,6653.0,1.047,8.802823159741887,0,1,0,1,0,0,1,0
W01179,Male,OBC,62,8.0,48,Rural,Telangana,Employed,Services,Informal,6994.0,1.3745,8.852807917623322,0,1,0,1,0,0,0,1
W01180,Male,OBC,43,12.0,25,Rural,Rajasthan,Outside_LF,NA,NA,0.0,1.1192,,0,0,0,1,0,0,0,0
W01181,Female,General,45,9.0,30,Rural,Jharkhand,Outside_LF,NA,NA,0.0,1.0937,,1,0,0,0,0,0,0,0
W01182,Male,OBC,18,10.0,2,Rural,Telangana,Outside_LF,NA,NA,0.0,1.4818,,0,0,0,1,0,0,0,0
W01183,Male,SC,24,7.0,11,Rural,West Bengal,Employed,Industry,Informal,9321.0,1.1064,9.140025198061156,0,1,0,0,1,0,1,0
W01184,Male,OBC,55,4.0,45,Urban,Andhra Pradesh,Employed,Agriculture,Formal,15301.0,1.0115,9.635673464721814,0,0,1,1,0,0,0,0
W01185,Male,General,38,6.0,26,Rural,Karnataka,Employed,Services,Informal,7723.0,1.4112,8.951958168569265,0,1,0,0,0,0,0,1
W01186,Female,OBC,45,7.0,32,Rural,Rajasthan,Unemployed,NA,NA,0.0,1.1778,,1,0,0,1,0,0,0,0
W01187,Male,OBC,64,10.0,48,Rural,Jharkhand,Outside_LF,NA,NA,0.0,1.2423,,0,0,0,1,0,0,0,0
W01188,Female,General,36,9.0,21,Rural,Rajasthan,Employed,Services,Formal,15915.0,1.286,9.675017339716193,1,0,0,0,0,0,0,1
W01189,Male,OBC,34,7.0,21,Rural,Maharashtra,Outside_LF,NA,NA,0.0,1.1163,,0,0,0,1,0,0,0,0
W01190,Female,OBC,55,7.0,42,Rural,Tamil Nadu,Outside_LF,NA,NA,0.0,1.1621,,1,0,0,1,0,0,0,0
W01191,Male,SC,18,7.0,5,Rural,Karnataka,Employed,Agriculture,Informal,10906.0,1.4823,9.297068375486006,0,1,0,0,1,0,0,0
W01192,Male,General,37,14.0,17,Urban,Maharashtra,Employed,Agriculture,Informal,26906.0,0.8635,10.200104589045488,0,1,1,0,0,0,0,0
W01193,Female,General,57,12.0,39,Rural,Telangana,Outside_LF,NA,NA,0.0,1.4099,,1,0,0,0,0,0,0,0
W01194,Female,OBC,26,6.0,14,Rural,West Bengal,Employed,Services,Informal,6209.0,1.2769,8.733755131364893,1,1,0,1,0,0,0,1
W01195,Female,General,30,9.0,15,Rural,Maharashtra,Outside_LF,NA,NA,0.0,1.3299,,1,0,0,0,0,0,0,0
W01196,Male,OBC,38,10.0,22,Rural,Gujarat,Employed,Services,Informal,15075.0,1.2395,9.620793021595386,0,1,0,1,0,0,0,1
W01197,Male,SC,18,9.0,3,Rural,Bihar,Employed,Agriculture,Informal,10036.0,1.3024,9.213933907486313,0,1,0,0,1,0,0,0
W01198,Female,General,18,14.0,0,Rural,Telangana,Employed,Agriculture,Informal,11384.0,1.2792,9.339964139769688,1,1,0,0,0,0,0,0
W01199,Male,OBC,27,9.0,12,Rural,Maharashtra,Employed,Services,Informal,13042.0,1.2513,9.475930197953147,0,1,0,1,0,0,0,1
W01200,Female,ST,59,8.0,45,Rural,Tamil Nadu,Outside_LF,NA,NA,0.0,1.4054,,1,0,0,0,0,1,0,0
W01201,Female,OBC,26,4.0,16,Urban,Uttar Pradesh,Outside_LF,NA,NA,0.0,1.0819,,1,0,1,1,0,0,0,0
W01202,Female,OBC,51,6.0,39,Rural,Rajasthan,Outside_LF,NA,NA,0.0,1.1427,,1,0,0,1,0,0,0,0
W01203,Female,OBC,36,2.0,28,Rural,Jharkhand,Outside_LF,NA,NA,0.0,1.0852,,1,0,0,1,0,0,0,0
W01204,Female,General,53,10.0,37,Rural,Andhra Pradesh,Outside_LF,NA,NA,0.0,1.4094,,1,0,0,0,0,0,0,0
W01205,Male,General,31,13.0,12,Rural,Gujarat,Employed,Agriculture,Informal,20038.0,1.1217,9.905385749819208,0,1,0,0,0,0,0,0
W01206,Male,OBC,58,2.0,50,Urban,Bihar,Employed,Industry,Formal,24160.0,1.0768,10.092453652048752,0,0,1,1,0,0,1,0
W01207,Female,OBC,33,8.0,19,Rural,Madhya Pradesh,Outside_LF,NA,NA,0.0,1.0692,,1,0,0,1,0,0,0,0
W01208,Male,General,54,13.0,35,Rural,Rajasthan,Employed,Industry,Informal,49355.0,1.0637,10.806794356851988,0,1,0,0,0,0,1,0
W01209,Male,General,56,13.0,37,Urban,Gujarat,Employed,Services,Formal,37359.0,0.8304,10.528329125389257,0,0,1,0,0,0,0,1
W01210,Male,SC,36,4.0,26,Rural,West Bengal,Employed,Industry,Formal,19898.0,1.0257,9.898374503149306,0,0,0,0,1,0,1,0
W01211,Female,General,48,12.0,30,Rural,Punjab,Employed,Agriculture,Informal,13402.0,1.3789,9.503159228533116,1,1,0,0,0,0,0,0
W01212,Female,SC,20,6.0,8,Rural,Andhra Pradesh,Outside_LF,NA,NA,0.0,1.2106,,1,0,0,0,1,0,0,0
W01213,Female,OBC,39,9.0,24,Urban,Madhya Pradesh,Outside_LF,NA,NA,0.0,1.1053,,1,0,1,1,0,0,0,0
W01214,Male,OBC,33,9.0,18,Rural,Maharashtra,Employed,Services,Informal,10096.0,1.1954,9.219894584780995,0,1,0,1,0,0,0,1
W01215,Male,General,62,13.0,43,Rural,Gujarat,Employed,Agriculture,Informal,25504.0,1.3574,10.146590581589942,0,1,0,0,0,0,0,0
W01216,Female,General,61,13.0,42,Rural,Tamil Nadu,Outside_LF,NA,NA,0.0,1.3479,,1,0,0,0,0,0,0,0
W01217,Male,OBC,54,9.0,39,Rural,Odisha,Employed,Industry,Informal,16961.0,1.1759,9.738671869871839,0,1,0,1,0,0,1,0
W01218,Female,OBC,62,8.0,48,Rural,Gujarat,Employed,Services,Informal,10441.0,1.4485,9.25349564229011,1,1,0,1,0,0,0,1
W01219,Female,General,63,13.0,44,Rural,Andhra Pradesh,Outside_LF,NA,NA,0.0,1.211,,1,0,0,0,0,0,0,0
W01220,Male,OBC,53,9.0,38,Rural,Kerala,Employed,Services,Formal,22822.0,1.2847,10.035480261994625,0,0,0,1,0,0,0,1
W01221,Male,OBC,44,6.0,32,Rural,Karnataka,Employed,Agriculture,Informal,5595.0,1.2111,8.629628620746026,0,1,0,1,0,0,0,0
W01222,Male,General,25,13.0,6,Rural,Odisha,Employed,Services,Formal,20888.0,1.229,9.946930110378965,0,0,0,0,0,0,0,1
W01223,Female,OBC,55,12.0,37,Urban,Rajasthan,Outside_LF,NA,NA,0.0,0.7847,,1,0,1,1,0,0,0,0
W01224,Female,General,24,13.0,5,Urban,Punjab,Employed,Agriculture,Informal,13732.0,0.8767,9.527484154577582,1,1,1,0,0,0,0,0
W01225,Male,OBC,24,12.0,6,Urban,Tamil Nadu,Employed,Industry,Formal,42081.0,1.1064,10.647351611387782,0,0,1,1,0,0,1,0
W01226,Female,General,58,3.0,49,Urban,Odisha,Employed,Agriculture,Informal,10625.0,1.0643,9.270964993792617,1,1,1,0,0,0,0,0
W01227,Male,OBC,20,8.0,6,Rural,Punjab,Outside_LF,NA,NA,0.0,1.4425,,0,0,0,1,0,0,0,0
W01228,Male,OBC,22,8.0,8,Urban,Rajasthan,Employed,Services,Formal,50718.0,1.0216,10.834036156156982,0,0,1,1,0,0,0,1
W01229,Female,OBC,40,8.0,26,Rural,Maharashtra,Outside_LF,NA,NA,0.0,1.3336,,1,0,0,1,0,0,0,0
W01230,Male,OBC,44,14.0,24,Urban,West Bengal,Employed,Services,Formal,32759.0,1.0885,10.396933012470582,0,0,1,1,0,0,0,1
W01231,Male,SC,17,4.0,7,Rural,West Bengal,Outside_LF,NA,NA,0.0,1.2782,,0,0,0,0,1,0,0,0
W01232,Female,OBC,33,14.0,13,Rural,Uttar Pradesh,Outside_LF,NA,NA,0.0,1.4597,,1,0,0,1,0,0,0,0
W01233,Male,SC,26,6.0,14,Rural,Gujarat,Employed,Industry,Informal,5282.0,1.2193,8.572060092857077,0,1,0,0,1,0,1,0
W01234,Female,General,30,7.0,17,Urban,Madhya Pradesh,Outside_LF,NA,NA,0.0,0.9801,,1,0,1,0,0,0,0,0
W01235,Male,OBC,24,12.0,6,Urban,Maharashtra,Outside_LF,NA,NA,0.0,0.9348,,0,0,1,1,0,0,0,0
W01236,Male,General,48,14.0,28,Urban,Bihar,Employed,Agriculture,Informal,18189.0,0.7719,9.808572294739841,0,1,1,0,0,0,0,0
W01237,Male,OBC,38,11.0,21,Rural,Madhya Pradesh,Outside_LF,NA,NA,0.0,1.1155,,0,0,0,1,0,0,0,0
W01238,Male,OBC,62,7.0,49,Rural,Rajasthan,Outside_LF,NA,NA,0.0,1.4654,,0,0,0,1,0,0,0,0
W01239,Male,SC,15,9.0,0,Urban,Punjab,Employed,Agriculture,Informal,4366.0,0.9803,8.38160253710989,0,1,1,0,1,0,0,0
W01240,Male,OBC,53,7.0,40,Rural,Odisha,Outside_LF,NA,NA,0.0,1.0424,,0,0,0,1,0,0,0,0
W01241,Female,OBC,60,5.0,49,Rural,Odisha,Outside_LF,NA,NA,0.0,1.4843,,1,0,0,1,0,0,0,0
W01242,Male,General,39,11.0,22,Rural,Odisha,Employed,Agriculture,Informal,22544.0,1.4654,10.023224234138462,0,1,0,0,0,0,0,0
W01243,Male,General,49,9.0,34,Rural,Kerala,Employed,Agriculture,Informal,22693.0,1.3618,10.029811785869622,0,1,0,0,0,0,0,0
W01244,Male,SC,37,10.0,21,Urban,Madhya Pradesh,Employed,Services,Informal,6774.0,0.8669,8.820847033377717,0,1,1,0,1,0,0,1
W01245,Male,General,44,10.0,28,Rural,Maharashtra,Employed,Agriculture,Informal,14109.0,1.1616,9.554568170613157,0,1,0,0,0,0,0,0
W01246,Male,General,60,11.0,43,Urban,Karnataka,Employed,Industry,Formal,47947.0,1.0765,10.777851513182249,0,0,1,0,0,0,1,0
W01247,Female,ST,41,2.0,33,Urban,Uttar Pradesh,Outside_LF,NA,NA,0.0,0.7868,,1,0,1,0,0,1,0,0
W01248,Male,ST,43,8.0,29,Rural,West Bengal,Outside_LF,NA,NA,0.0,1.1339,,0,0,0,0,0,1,0,0
W01249,Female,OBC,64,6.0,52,Rural,Telangana,Outside_LF,NA,NA,0.0,1.0999,,1,0,0,1,0,0,0,0
W01250,Female,OBC,39,11.0,22,Rural,Karnataka,Outside_LF,NA,NA,0.0,1.3638,,1,0,0,1,0,0,0,0
W01251,Male,SC,23,10.0,7,Rural,Odisha,Employed,Industry,Informal,9122.0,1.2032,9.118444357271645,0,1,0,0,1,0,1,0
W01252,Male,General,49,10.0,33,Rural,Karnataka,Outside_LF,NA,NA,0.0,1.4597,,0,0,0,0,0,0,0,0
W01253,Male,OBC,49,10.0,33,Urban,Gujarat,Employed,Agriculture,Informal,8788.0,1.054,9.081142433504501,0,1,1,1,0,0,0,0
W01254,Female,OBC,26,6.0,14,Rural,Madhya Pradesh,Employed,Services,Formal,13229.0,1.4926,9.49016666846238,1,0,0,1,0,0,0,1
W01255,Male,SC,51,9.0,36,Rural,West Bengal,Employed,Services,Informal,15288.0,1.1635,9.634823485920109,0,1,0,0,1,0,0,1
W01256,Female,SC,18,5.0,7,Urban,West Bengal,Employed,Services,Formal,10688.0,0.936,9.276876895776427,1,0,1,0,1,0,0,1
W01257,Female,OBC,31,6.0,19,Urban,Telangana,Employed,Services,Informal,14561.0,1.0025,9.586102000710904,1,1,1,1,0,0,0,1
W01258,Female,General,57,10.0,41,Rural,Punjab,Outside_LF,NA,NA,0.0,1.4879,,1,0,0,0,0,0,0,0
W01259,Female,OBC,45,3.0,36,Rural,Maharashtra,Employed,Industry,Formal,9836.0,1.1854,9.193804403336083,1,0,0,1,0,0,1,0
W01260,Female,General,45,9.0,30,Rural,Gujarat,Outside_LF,NA,NA,0.0,1.1769,,1,0,0,0,0,0,0,0
W01261,Male,SC,46,9.0,31,Rural,Karnataka,Employed,Agriculture,Informal,7938.0,1.3208,8.97941663334301,0,1,0,0,1,0,0,0
W01262,Male,General,23,12.0,5,Rural,Gujarat,Employed,Agriculture,Informal,23965.0,1.3393,10.084349711593731,0,1,0,0,0,0,0,0
W01263,Male,General,63,14.0,43,Rural,West Bengal,Outside_LF,NA,NA,0.0,1.1107,,0,0,0,0,0,0,0,0
W01264,Female,OBC,29,6.0,17,Rural,Uttar Pradesh,Employed,Agriculture,Informal,10093.0,1.2381,9.219597393238859,1,1,0,1,0,0,0,0
W01265,Female,OBC,54,6.0,42,Urban,West Bengal,Outside_LF,NA,NA,0.0,0.9009,,1,0,1,1,0,0,0,0
W01266,Female,SC,64,2.0,56,Rural,Bihar,Outside_LF,NA,NA,0.0,1.2221,,1,0,0,0,1,0,0,0
W01267,Male,General,27,10.0,11,Urban,Uttar Pradesh,Unemployed,NA,NA,0.0,0.8156,,0,0,1,0,0,0,0,0
W01268,Female,SC,46,11.0,29,Rural,Rajasthan,Outside_LF,NA,NA,0.0,1.3311,,1,0,0,0,1,0,0,0
W01269,Male,General,17,12.0,0,Rural,Odisha,Employed,Services,Formal,19982.0,1.11,9.902587147292964,0,0,0,0,0,0,0,1
W01270,Male,General,46,10.0,30,Rural,Punjab,Employed,Services,Informal,10792.0,1.0322,9.286560397887591,0,1,0,0,0,0,0,1
W01271,Female,OBC,37,5.0,26,Urban,Andhra Pradesh,Outside_LF,NA,NA,0.0,0.9436,,1,0,1,1,0,0,0,0
W01272,Male,General,18,7.0,5,Rural,Bihar,Employed,Agriculture,Informal,6074.0,1.0385,8.711772645605693,0,1,0,0,0,0,0,0
W01273,Male,OBC,48,7.0,35,Rural,Rajasthan,Employed,Services,Formal,22107.0,1.3397,10.003649579435109,0,0,0,1,0,0,0,1
